"","Source","Station","Date","Time","SampleDepth","SampleId","ParameterType","ParameterName","Value","Qualifier","Problem","Description"
"183","JRA","JRA.J10","05/21/2020","01:30 PM",0.3,1,"WaterQuality","CO.4","200",NA,NA,"Conductivity (uS/cm)"
"184","JRA","JRA.J10","05/21/2020","01:30 PM",0.3,1,"WaterQuality","ECOLI.4","445",NA,NA,"Colilert (CFU/100mL)"
"185","JRA","JRA.J10","05/21/2020","01:30 PM",0.3,1,"WaterQuality","WC.6","12.01",NA,NA,"Turbidity (NTU)"
"186","JRA","JRA.J10","05/21/2020","01:30 PM",0.3,1,"WaterQuality","WT.2","17.7",NA,NA,"Water Temp (deg C)"
"187","JRA","JRA.J10","05/21/2020","01:30 PM",0.3,NA,"Comments","COMMENTS","Drizzly week; high water; partly cloudy; mildly peopled with two fishers, two walkers, and one kayaker.",NA,NA,"Comments (open text)"
"188","JRA","JRA.J10","06/18/2020","11:20 AM",0.3,1,"WaterQuality","AT.2","26",NA,NA,"Air Temp (deg C)"
"189","JRA","JRA.J10","06/18/2020","11:20 AM",0.3,1,"WaterQuality","CO.4","180",NA,NA,"Conductivity (uS/cm)"
"190","JRA","JRA.J10","06/18/2020","11:20 AM",0.3,1,"WaterQuality","ECOLI.4","410.6",NA,NA,"Colilert (CFU/100mL)"
"191","JRA","JRA.J10","06/18/2020","11:20 AM",0.3,1,"WaterQuality","WC.6","12.4",NA,NA,"Turbidity (NTU)"
"192","JRA","JRA.J10","06/18/2020","11:20 AM",0.3,1,"WaterQuality","WT.2","21.7",NA,NA,"Water Temp (deg C)"
"193","JRA","JRA.J10","06/18/2020","11:20 AM",0.3,NA,"Comments","COMMENTS","River level high after several days of rain",NA,NA,"Comments (open text)"
"194","JRA","JRA.J20","06/18/2020","11:42 AM",0.3,1,"WaterQuality","AT.2","24",NA,NA,"Air Temp (deg C)"
"195","JRA","JRA.J20","06/18/2020","11:42 AM",0.3,1,"WaterQuality","CO.4","180",NA,NA,"Conductivity (uS/cm)"
"196","JRA","JRA.J20","06/18/2020","11:42 AM",0.3,1,"WaterQuality","ECOLI.4","344.8",NA,NA,"Colilert (CFU/100mL)"
"197","JRA","JRA.J20","06/18/2020","11:42 AM",0.3,1,"WaterQuality","WC.6","10.28",NA,NA,"Turbidity (NTU)"
"198","JRA","JRA.J20","06/18/2020","11:42 AM",0.3,1,"WaterQuality","WT.2","21.8",NA,NA,"Water Temp (deg C)"
"199","JRA","JRA.J20","06/18/2020","11:42 AM",0.3,NA,"Comments","COMMENTS","River level high after several days of rain",NA,NA,"Comments (open text)"
"200","JRA","JRA.J20","08/13/2020","11:59 AM",0.3,1,"WaterQuality","AT.2","28.7",NA,NA,"Air Temp (deg C)"
"201","JRA","JRA.J20","08/13/2020","11:59 AM",0.3,1,"WaterQuality","CO.4","210",NA,NA,"Conductivity (uS/cm)"
"202","JRA","JRA.J20","08/13/2020","11:59 AM",0.3,1,"WaterQuality","ECOLI.4","343.6",NA,NA,"Colilert (CFU/100mL)"
"203","JRA","JRA.J20","08/13/2020","11:59 AM",0.3,1,"WaterQuality","WC.6","5.23",NA,NA,"Turbidity (NTU)"
"204","JRA","JRA.J20","08/13/2020","11:59 AM",0.3,1,"WaterQuality","WT.2","28.2",NA,NA,"Water Temp (deg C)"
"205","JRA","JRA.J20","08/13/2020","11:59 AM",0.3,NA,"Comments","COMMENTS","Calm cloudy kayakers coming out",NA,NA,"Comments (open text)"
"206","JRA","JRA.M05","08/06/2020","11:40 AM",0.3,1,"WaterQuality","AT.2","25.4",NA,NA,"Air Temp (deg C)"
"207","JRA","JRA.M05","08/06/2020","11:40 AM",0.3,1,"WaterQuality","CO.4","260",NA,NA,"Conductivity (uS/cm)"
"208","JRA","JRA.M05","08/06/2020","11:40 AM",0.3,1,"WaterQuality","ECOLI.1","67",NA,NA,"Coliscan CFU/100mL)"
"209","JRA","JRA.M05","08/06/2020","11:40 AM",0.3,1,"WaterQuality","WC.6","3.51",NA,NA,"Turbidity (NTU)"
"210","JRA","JRA.M05","08/06/2020","11:40 AM",0.3,1,"WaterQuality","WT.2","26.9",NA,NA,"Water Temp (deg C)"
"211","JRA","JRA.M05","08/06/2020","11:40 AM",0.3,NA,"Comments","COMMENTS","Scattered showers last 24 hours. Heavier rain 72 hours ago",NA,NA,"Comments (open text)"
"212","JRA","JRA.M05","07/30/2020","10:15 AM",0.3,1,"WaterQuality","AT.2","25.2",NA,NA,"Air Temp (deg C)"
"213","JRA","JRA.M05","07/30/2020","10:15 AM",0.3,1,"WaterQuality","CO.4","310",NA,NA,"Conductivity (uS/cm)"
"214","JRA","JRA.M05","07/30/2020","10:15 AM",0.3,1,"WaterQuality","ECOLI.1","34","<",NA,"Coliscan CFU/100mL)"
"215","JRA","JRA.M05","07/30/2020","10:15 AM",0.3,1,"WaterQuality","WC.6","0.99",NA,NA,"Turbidity (NTU)"
"216","JRA","JRA.M05","07/30/2020","10:15 AM",0.3,1,"WaterQuality","WT.2","27.1",NA,NA,"Water Temp (deg C)"
"217","JRA","JRA.M05","07/30/2020","10:15 AM",0.3,NA,"Comments","COMMENTS","No rain last 24 hours. Spotty showers last 47 hours. One goose and several swimmers in the river.",NA,NA,"Comments (open text)"
"218","JRA","JRA.J21","06/18/2020","12:03 PM",0.3,1,"WaterQuality","AT.2","23.7",NA,NA,"Air Temp (deg C)"
"219","JRA","JRA.J21","06/18/2020","12:03 PM",0.3,1,"WaterQuality","CO.4","180",NA,NA,"Conductivity (uS/cm)"
"220","JRA","JRA.J21","06/18/2020","12:03 PM",0.3,1,"WaterQuality","ECOLI.4","325.5",NA,NA,"Colilert (CFU/100mL)"
"221","JRA","JRA.J21","06/18/2020","12:03 PM",0.3,1,"WaterQuality","WC.6","4.24",NA,NA,"Turbidity (NTU)"
"222","JRA","JRA.J21","06/18/2020","12:03 PM",0.3,1,"WaterQuality","WT.2","21.5",NA,NA,"Water Temp (deg C)"
"223","JRA","JRA.J21","06/18/2020","12:03 PM",0.3,NA,"Comments","COMMENTS","River level high after several days of rain",NA,NA,"Comments (open text)"
"224","JRA","JRA.J22","06/18/2020","10:45 AM",0.3,1,"WaterQuality","AT.2","22.4",NA,NA,"Air Temp (deg C)"
"225","JRA","JRA.J22","06/18/2020","10:45 AM",0.3,1,"WaterQuality","CO.4","180",NA,NA,"Conductivity (uS/cm)"
"226","JRA","JRA.J22","06/18/2020","10:45 AM",0.3,1,"WaterQuality","ECOLI.4","280.9",NA,NA,"Colilert (CFU/100mL)"
"227","JRA","JRA.J22","06/18/2020","10:45 AM",0.3,1,"WaterQuality","WC.6","6.03",NA,NA,"Turbidity (NTU)"
"228","JRA","JRA.J22","06/18/2020","10:45 AM",0.3,1,"WaterQuality","WT.2","22.3",NA,NA,"Water Temp (deg C)"
"229","JRA","JRA.J22","06/18/2020","10:45 AM",0.3,NA,"Comments","COMMENTS","*Turbidity Overranged (9.86)

Sunny

Butterfly (1)",NA,NA,"Comments (open text)"
"230","JRA","JRA.J30","06/18/2020","11:55 AM",0.3,1,"WaterQuality","AT.2","23.9",NA,NA,"Air Temp (deg C)"
"231","JRA","JRA.J30","06/18/2020","11:55 AM",0.3,1,"WaterQuality","CO.4","210",NA,NA,"Conductivity (uS/cm)"
"232","JRA","JRA.J30","06/18/2020","11:55 AM",0.3,1,"WaterQuality","ECOLI.1","267",NA,NA,"Coliscan CFU/100mL)"
"233","JRA","JRA.J30","06/18/2020","11:55 AM",0.3,1,"WaterQuality","WC.6","16.4",NA,NA,"Turbidity (NTU)"
"234","JRA","JRA.J30","06/18/2020","11:55 AM",0.3,1,"WaterQuality","WT.2","19.9",NA,NA,"Water Temp (deg C)"
"235","JRA","JRA.J30","06/18/2020","11:55 AM",0.3,NA,"Comments","COMMENTS","Heavy cloud cover after days of rain. The river is muddy, fast and very high (almost cresting into parking lot at collection site).  Abundant floating and sun-surface debris has washed into the river.",NA,NA,"Comments (open text)"
"236","JRA","JRA.J22","08/06/2020","12:15 PM",0.3,1,"WaterQuality","AT.2","27.5",NA,NA,"Air Temp (deg C)"
"237","JRA","JRA.J22","08/06/2020","12:15 PM",0.3,1,"WaterQuality","CO.4","170",NA,NA,"Conductivity (uS/cm)"
"238","JRA","JRA.J22","08/06/2020","12:15 PM",0.3,1,"WaterQuality","ECOLI.4","238.2",NA,NA,"Colilert (CFU/100mL)"
"239","JRA","JRA.J22","08/06/2020","12:15 PM",0.3,1,"WaterQuality","WC.6","10.71",NA,NA,"Turbidity (NTU)"
"240","JRA","JRA.J22","08/06/2020","12:15 PM",0.3,1,"WaterQuality","WT.2","28.2",NA,NA,"Water Temp (deg C)"
"241","JRA","JRA.J22","08/06/2020","12:15 PM",0.3,NA,"Comments","COMMENTS","Heavy rain Tuesday",NA,NA,"Comments (open text)"
"242","JRA","JRA.J10","08/13/2020","10:58 AM",0.3,1,"WaterQuality","AT.2","26.7",NA,NA,"Air Temp (deg C)"
"243","JRA","JRA.J10","08/13/2020","10:58 AM",0.3,1,"WaterQuality","CO.4","220",NA,NA,"Conductivity (uS/cm)"
"244","JRA","JRA.J10","08/13/2020","10:58 AM",0.3,1,"WaterQuality","ECOLI.4","235.9",NA,NA,"Colilert (CFU/100mL)"
"245","JRA","JRA.J10","08/13/2020","10:58 AM",0.3,1,"WaterQuality","WC.6","3.87",NA,NA,"Turbidity (NTU)"
"246","JRA","JRA.J10","08/13/2020","10:58 AM",0.3,1,"WaterQuality","WT.2","28.3",NA,NA,"Water Temp (deg C)"
"247","JRA","JRA.J10","08/13/2020","10:58 AM",0.3,NA,"Comments","COMMENTS","Cloudy warm no activity",NA,NA,"Comments (open text)"
"248","JRA","JRA.A08","08/20/2020","11:07 AM",0.3,1,"WaterQuality","AT.2","24",NA,NA,"Air Temp (deg C)"
"249","JRA","JRA.A08","08/20/2020","11:07 AM",0.3,1,"WaterQuality","CO.4","90",NA,NA,"Conductivity (uS/cm)"
"250","JRA","JRA.A08","08/20/2020","11:07 AM",0.3,1,"WaterQuality","ECOLI.1","133",NA,NA,"Coliscan CFU/100mL)"
"251","JRA","JRA.A08","08/20/2020","11:07 AM",0.3,1,"WaterQuality","WT.2","22.4",NA,NA,"Water Temp (deg C)"
"252","JRA","JRA.A08","08/20/2020","11:07 AM",0.3,NA,"Comments","COMMENTS","Turbidity Calibration Standard Issue; sunny, dry.  Rain earlier in week.",NA,NA,"Comments (open text)"
"253","JRA","JRA.J26","08/20/2020","10:03 AM",0.3,1,"WaterQuality","AT.2","26.5",NA,NA,"Air Temp (deg C)"
"254","JRA","JRA.J26","08/20/2020","10:03 AM",0.3,1,"WaterQuality","CO.4","150",NA,NA,"Conductivity (uS/cm)"
"255","JRA","JRA.J26","08/20/2020","10:03 AM",0.3,1,"WaterQuality","ECOLI.1","234",NA,NA,"Coliscan CFU/100mL)"
"256","JRA","JRA.J26","08/20/2020","10:03 AM",0.3,1,"WaterQuality","WC.6","9.92",NA,NA,"Turbidity (NTU)"
"257","JRA","JRA.J26","08/20/2020","10:03 AM",0.3,1,"WaterQuality","WT.2","24.5",NA,NA,"Water Temp (deg C)"
"258","JRA","JRA.J26","08/20/2020","10:03 AM",0.3,NA,"Comments","COMMENTS","Sunny, light breeze. Following several days of heavy rains.",NA,NA,"Comments (open text)"
"259","JRA","JRA.J26","09/03/2020","07:36 AM",0.3,1,"WaterQuality","AT.2","23",NA,NA,"Air Temp (deg C)"
"260","JRA","JRA.J26","09/03/2020","07:36 AM",0.3,1,"WaterQuality","CO.4","100",NA,NA,"Conductivity (uS/cm)"
"261","JRA","JRA.J26","09/03/2020","07:36 AM",0.3,1,"WaterQuality","ECOLI.1","234",NA,NA,"Coliscan CFU/100mL)"
"262","JRA","JRA.J26","09/03/2020","07:36 AM",0.3,1,"WaterQuality","WC.6","63.9",NA,NA,"Turbidity (NTU)"
"263","JRA","JRA.J26","09/03/2020","07:36 AM",0.3,1,"WaterQuality","WT.2","23.7",NA,NA,"Water Temp (deg C)"
"264","JRA","JRA.J26","09/03/2020","07:36 AM",0.3,NA,"Comments","COMMENTS","Clear sky, soft breeze, high water level, dock closed due to water level and debris.",NA,NA,"Comments (open text)"
"265","JRA","JRA.J20","08/06/2020","11:44 AM",0.3,1,"WaterQuality","AT.2","27.8",NA,NA,"Air Temp (deg C)"
"266","JRA","JRA.J20","08/06/2020","11:44 AM",0.3,1,"WaterQuality","CO.4","150",NA,NA,"Conductivity (uS/cm)"
"267","JRA","JRA.J20","08/06/2020","11:44 AM",0.3,1,"WaterQuality","ECOLI.4","233.3",NA,NA,"Colilert (CFU/100mL)"
"268","JRA","JRA.J20","08/06/2020","11:44 AM",0.3,1,"WaterQuality","WC.6","18.6",NA,NA,"Turbidity (NTU)"
"269","JRA","JRA.J20","08/06/2020","11:44 AM",0.3,1,"WaterQuality","WT.2","28",NA,NA,"Water Temp (deg C)"
"270","JRA","JRA.J20","08/06/2020","11:44 AM",0.3,NA,"Comments","COMMENTS","Clear, slight breeze, water rescue coming out, water high and brown",NA,NA,"Comments (open text)"
"271","JRA","JRA.J08","05/21/2020","01:50 PM",0.3,1,"WaterQuality","AT.2","22.6",NA,NA,"Air Temp (deg C)"
"272","JRA","JRA.J08","05/21/2020","01:50 PM",0.3,1,"WaterQuality","CO.4","200",NA,NA,"Conductivity (uS/cm)"
"273","JRA","JRA.J08","05/21/2020","01:50 PM",0.3,1,"WaterQuality","ECOLI.4","211",NA,NA,"Colilert (CFU/100mL)"
"274","JRA","JRA.J08","05/21/2020","01:50 PM",0.3,1,"WaterQuality","WC.6","8.01",NA,NA,"Turbidity (NTU)"
"275","JRA","JRA.J08","05/21/2020","01:50 PM",0.3,1,"WaterQuality","WT.2","17.7",NA,NA,"Water Temp (deg C)"
"276","JRA","JRA.J08","05/21/2020","01:50 PM",0.3,NA,"Comments","COMMENTS","Drizzly week; higher water than usual. Partly cloudy. Sparsely populated.",NA,NA,"Comments (open text)"
"277","JRA","JRA.J08","07/23/2020","11:15 AM",0.3,1,"WaterQuality","AT.2","28.6",NA,NA,"Air Temp (deg C)"
"278","JRA","JRA.J08","07/23/2020","11:15 AM",0.3,1,"WaterQuality","CO.4","230",NA,NA,"Conductivity (uS/cm)"
"279","JRA","JRA.J08","07/23/2020","11:15 AM",0.3,1,"WaterQuality","ECOLI.4","210.5",NA,NA,"Colilert (CFU/100mL)"
"280","JRA","JRA.J08","07/23/2020","11:15 AM",0.3,1,"WaterQuality","WC.6","2",NA,NA,"Turbidity (NTU)"
"281","JRA","JRA.J08","07/23/2020","11:15 AM",0.3,1,"WaterQuality","WT.2","30.5",NA,NA,"Water Temp (deg C)"
"282","JRA","JRA.J08","07/23/2020","11:15 AM",0.3,NA,"Comments","COMMENTS","Cloudy, light drizzle, clear flowing water",NA,NA,"Comments (open text)"
"283","JRA","JRA.J20","07/02/2020","10:40 AM",0.3,1,"WaterQuality","AT.2","28.3",NA,NA,"Air Temp (deg C)"
"284","JRA","JRA.J20","07/02/2020","10:40 AM",0.3,1,"WaterQuality","CO.4","180",NA,NA,"Conductivity (uS/cm)"
"285","JRA","JRA.J20","07/02/2020","10:40 AM",0.3,1,"WaterQuality","ECOLI.4","210.5",NA,NA,"Colilert (CFU/100mL)"
"286","JRA","JRA.J20","07/02/2020","10:40 AM",0.3,1,"WaterQuality","WC.6","6.19",NA,"F","Turbidity (NTU)"
"287","JRA","JRA.J20","07/02/2020","10:40 AM",0.3,1,"WaterQuality","WT.2","27.6",NA,NA,"Water Temp (deg C)"
"288","JRA","JRA.J20","07/02/2020","10:40 AM",0.3,NA,"Comments","COMMENTS","Turbidity Calibration Standard Issue; Calm, quiet, no people, animals or birds. Low tide.",NA,NA,"Comments (open text)"
"289","JRA","JRA.A08","08/13/2020","10:41 AM",0.3,1,"WaterQuality","AT.2","24.3",NA,NA,"Air Temp (deg C)"
"290","JRA","JRA.A08","08/13/2020","10:41 AM",0.3,1,"WaterQuality","CO.4","100",NA,NA,"Conductivity (uS/cm)"
"291","JRA","JRA.A08","08/13/2020","10:41 AM",0.3,1,"WaterQuality","ECOLI.1","100",NA,NA,"Coliscan CFU/100mL)"
"292","JRA","JRA.A08","08/13/2020","10:41 AM",0.3,1,"WaterQuality","WT.2","24.8",NA,NA,"Water Temp (deg C)"
"293","JRA","JRA.A08","08/13/2020","10:41 AM",0.3,NA,"Comments","COMMENTS","Water level slightly higher from recent rains; still fairly clear",NA,NA,"Comments (open text)"
"294","JRA","JRA.J29","08/13/2020","10:50 AM",0.3,1,"WaterQuality","AT.2","24.7",NA,NA,"Air Temp (deg C)"
"295","JRA","JRA.J29","08/13/2020","10:50 AM",0.3,1,"WaterQuality","CO.4","190",NA,NA,"Conductivity (uS/cm)"
"296","JRA","JRA.J29","08/13/2020","10:50 AM",0.3,1,"WaterQuality","ECOLI.1","200",NA,NA,"Coliscan CFU/100mL)"
"297","JRA","JRA.J29","08/13/2020","10:50 AM",0.3,1,"WaterQuality","WC.6","6.43",NA,NA,"Turbidity (NTU)"
"298","JRA","JRA.J29","08/13/2020","10:50 AM",0.3,1,"WaterQuality","WT.2","27.5",NA,NA,"Water Temp (deg C)"
"299","JRA","JRA.J29","08/13/2020","10:50 AM",0.3,NA,"Comments","COMMENTS","River surface was rough and not as clear as normal, probably due to an early morning heavy rain (1"" 8-9am), which may also have contributed to the high E Coli count.",NA,NA,"Comments (open text)"
"300","JRA","JRA.J29","09/03/2020","02:00 PM",0.3,1,"WaterQuality","AT.2","33",NA,NA,"Air Temp (deg C)"
"301","JRA","JRA.J29","09/03/2020","02:00 PM",0.3,1,"WaterQuality","CO.4","150",NA,NA,"Conductivity (uS/cm)"
"302","JRA","JRA.J29","09/03/2020","02:00 PM",0.3,1,"WaterQuality","ECOLI.1","200",NA,NA,"Coliscan CFU/100mL)"
"303","JRA","JRA.J29","09/03/2020","02:00 PM",0.3,1,"WaterQuality","WC.6","27.6",NA,NA,"Turbidity (NTU)"
"304","JRA","JRA.J29","09/03/2020","02:00 PM",0.3,1,"WaterQuality","WT.2","26.5",NA,NA,"Water Temp (deg C)"
"305","JRA","JRA.J29","09/03/2020","02:00 PM",0.3,NA,"Comments","COMMENTS","Flooded, muddy, hot, hot chocolate river.",NA,NA,"Comments (open text)"
"306","JRA","JRA.J10","06/11/2020","10:42 AM",0.3,1,"WaterQuality","AT.2","25.1",NA,NA,"Air Temp (deg C)"
"307","JRA","JRA.J10","06/11/2020","10:42 AM",0.3,1,"WaterQuality","CO.4","180",NA,NA,"Conductivity (uS/cm)"
"308","JRA","JRA.J10","06/11/2020","10:42 AM",0.3,1,"WaterQuality","ECOLI.4","198.9",NA,NA,"Colilert (CFU/100mL)"
"309","JRA","JRA.J10","06/11/2020","10:42 AM",0.3,1,"WaterQuality","WC.6","3.04",NA,NA,"Turbidity (NTU)"
"310","JRA","JRA.J10","06/11/2020","10:42 AM",0.3,1,"WaterQuality","WT.2","26.2",NA,NA,"Water Temp (deg C)"
"311","JRA","JRA.J10","06/11/2020","10:42 AM",0.3,NA,"Comments","COMMENTS","Calm, relatively clear water; flow at USGS gage 02037500 was 5.32 ft; no recreationists on water or fishing; two kayakers had taken out kayaks within 10 minutes of sampling; no wildlife; cloudy and overcast; minimal rain previous evening (around 6-7 pm)",NA,NA,"Comments (open text)"
"312","JRA","JRA.J08","07/30/2020","11:10 AM",0.3,1,"WaterQuality","AT.2","33",NA,NA,"Air Temp (deg C)"
"313","JRA","JRA.J08","07/30/2020","11:10 AM",0.3,1,"WaterQuality","CO.4","230",NA,NA,"Conductivity (uS/cm)"
"314","JRA","JRA.J08","07/30/2020","11:10 AM",0.3,1,"WaterQuality","ECOLI.4","196.8",NA,NA,"Colilert (CFU/100mL)"
"315","JRA","JRA.J08","07/30/2020","11:10 AM",0.3,1,"WaterQuality","WC.6","2.08",NA,NA,"Turbidity (NTU)"
"316","JRA","JRA.J08","07/30/2020","11:10 AM",0.3,1,"WaterQuality","WT.2","31.2",NA,NA,"Water Temp (deg C)"
"317","JRA","JRA.J08","07/30/2020","11:10 AM",0.3,NA,"Comments","COMMENTS","Clear, sunny and warm, clear flowing water",NA,NA,"Comments (open text)"
"318","JRA","JRA.J23","08/27/2020","08:43 AM",0.3,1,"WaterQuality","AT.2","24.1",NA,NA,"Air Temp (deg C)"
"319","JRA","JRA.J23","08/27/2020","08:43 AM",0.3,1,"WaterQuality","CO.4","160",NA,NA,"Conductivity (uS/cm)"
"320","JRA","JRA.J23","08/27/2020","08:43 AM",0.3,1,"WaterQuality","ECOLI.4","191.8",NA,NA,"Colilert (CFU/100mL)"
"321","JRA","JRA.J23","08/27/2020","08:43 AM",0.3,1,"WaterQuality","WC.6","5.53",NA,NA,"Turbidity (NTU)"
"322","JRA","JRA.J23","08/27/2020","08:43 AM",0.3,1,"WaterQuality","WT.2","23.7",NA,NA,"Water Temp (deg C)"
"323","JRA","JRA.J23","08/27/2020","08:43 AM",0.3,NA,"Comments","COMMENTS","Fast flowing, bubbles in water.",NA,NA,"Comments (open text)"
"324","JRA","JRA.C05","07/30/2020","04:05 PM",0.3,1,"WaterQuality","AT.2","34.5",NA,NA,"Air Temp (deg C)"
"325","JRA","JRA.C05","07/30/2020","04:05 PM",0.3,1,"WaterQuality","CO.4","150",NA,NA,"Conductivity (uS/cm)"
"326","JRA","JRA.C05","07/30/2020","04:05 PM",0.3,1,"WaterQuality","ECOLI.4","185",NA,NA,"Colilert (CFU/100mL)"
"327","JRA","JRA.C05","07/30/2020","04:05 PM",0.3,1,"WaterQuality","WC.6","13.8",NA,NA,"Turbidity (NTU)"
"328","JRA","JRA.C05","07/30/2020","04:05 PM",0.3,1,"WaterQuality","WT.2","33.2",NA,NA,"Water Temp (deg C)"
"329","JRA","JRA.C05","07/30/2020","04:05 PM",0.3,NA,"Comments","COMMENTS","Hot! Water levels very low. Sample collected by Jamie Brunkow.",NA,NA,"Comments (open text)"
"330","JRA","JRA.J20","07/16/2020","11:43 AM",0.3,1,"WaterQuality","AT.2","27.2",NA,NA,"Air Temp (deg C)"
"331","JRA","JRA.J20","07/16/2020","11:43 AM",0.3,1,"WaterQuality","CO.4","220",NA,NA,"Conductivity (uS/cm)"
"332","JRA","JRA.J20","07/16/2020","11:43 AM",0.3,1,"WaterQuality","ECOLI.4","185",NA,NA,"Colilert (CFU/100mL)"
"333","JRA","JRA.J20","07/16/2020","11:43 AM",0.3,1,"WaterQuality","WC.6","2.61",NA,NA,"Turbidity (NTU)"
"334","JRA","JRA.J20","07/16/2020","11:43 AM",0.3,1,"WaterQuality","WT.2","28.2",NA,NA,"Water Temp (deg C)"
"335","JRA","JRA.J20","07/16/2020","11:43 AM",0.3,NA,"Comments","COMMENTS","Shaded, overcast. Humans in water nearby. Litter on shores, slow-moving water. Sample collected by Gretchen Williams.",NA,NA,"Comments (open text)"
"336","JRA","JRA.J23","08/20/2020","09:36 AM",0.3,1,"WaterQuality","AT.2","25",NA,NA,"Air Temp (deg C)"
"337","JRA","JRA.J23","08/20/2020","09:36 AM",0.3,1,"WaterQuality","CO.4","150",NA,NA,"Conductivity (uS/cm)"
"338","JRA","JRA.J23","08/20/2020","09:36 AM",0.3,1,"WaterQuality","ECOLI.4","185",NA,NA,"Colilert (CFU/100mL)"
"339","JRA","JRA.J23","08/20/2020","09:36 AM",0.3,1,"WaterQuality","WC.6","12.4",NA,NA,"Turbidity (NTU)"
"340","JRA","JRA.J23","08/20/2020","09:36 AM",0.3,1,"WaterQuality","WT.2","23.4",NA,NA,"Water Temp (deg C)"
"341","JRA","JRA.J23","08/20/2020","09:36 AM",0.3,NA,"Comments","COMMENTS","Fast flowing, pump in water.",NA,NA,"Comments (open text)"
"342","JRA","JRA.J23","05/21/2020","10:52 AM",0.3,1,"WaterQuality","AT.2","17.8",NA,NA,"Air Temp (deg C)"
"343","JRA","JRA.J23","05/21/2020","10:52 AM",0.3,1,"WaterQuality","CO.4","190",NA,NA,"Conductivity (uS/cm)"
"344","JRA","JRA.J23","05/21/2020","10:52 AM",0.3,1,"WaterQuality","ECOLI.4","176",NA,NA,"Colilert (CFU/100mL)"
"345","JRA","JRA.J23","05/21/2020","10:52 AM",0.3,1,"WaterQuality","WC.6","6.58",NA,NA,"Turbidity (NTU)"
"346","JRA","JRA.J23","05/21/2020","10:52 AM",0.3,1,"WaterQuality","WT.2","16.9",NA,NA,"Water Temp (deg C)"
"347","JRA","JRA.J23","05/21/2020","10:52 AM",0.3,NA,"Comments","COMMENTS","Drizzly week; high water; gray skies and breeze. The area is sparsely peopled with walkers.",NA,NA,"Comments (open text)"
"348","JRA","JRA.A08","08/06/2020","11:25 AM",0.3,1,"WaterQuality","AT.2","25.7",NA,NA,"Air Temp (deg C)"
"349","JRA","JRA.A08","08/06/2020","11:25 AM",0.3,1,"WaterQuality","CO.4","90",NA,NA,"Conductivity (uS/cm)"
"350","JRA","JRA.A08","08/06/2020","11:25 AM",0.3,1,"WaterQuality","ECOLI.1","34","<",NA,"Coliscan CFU/100mL)"
"351","JRA","JRA.A08","08/06/2020","11:25 AM",0.3,1,"WaterQuality","WC.6","7.55",NA,NA,"Turbidity (NTU)"
"352","JRA","JRA.A08","08/06/2020","11:25 AM",0.3,1,"WaterQuality","WT.2","25",NA,NA,"Water Temp (deg C)"
"353","JRA","JRA.A08","08/06/2020","11:25 AM",0.3,NA,"Comments","COMMENTS","Sample collected by Al and Betsy Lookofsky.

Their notes: slight rain this morning. River higher than past weeks.",NA,NA,"Comments (open text)"
"354","JRA","JRA.J25","09/03/2020","02:20 PM",0.3,1,"WaterQuality","AT.2","34.1",NA,NA,"Air Temp (deg C)"
"355","JRA","JRA.J25","09/03/2020","02:20 PM",0.3,1,"WaterQuality","CO.4","120",NA,NA,"Conductivity (uS/cm)"
"356","JRA","JRA.J25","09/03/2020","02:20 PM",0.3,1,"WaterQuality","ECOLI.1","167",NA,NA,"Coliscan CFU/100mL)"
"357","JRA","JRA.J25","09/03/2020","02:20 PM",0.3,1,"WaterQuality","WC.6","31.7",NA,NA,"Turbidity (NTU)"
"358","JRA","JRA.J25","09/03/2020","02:20 PM",0.3,1,"WaterQuality","WT.2","26",NA,NA,"Water Temp (deg C)"
"359","JRA","JRA.J25","09/03/2020","02:20 PM",0.3,NA,"Comments","COMMENTS","Hot, very muddy with high, fast water",NA,NA,"Comments (open text)"
"360","JRA","JRA.J10","05/28/2020","08:09 AM",0.3,1,"WaterQuality","AT.2","24.4",NA,NA,"Air Temp (deg C)"
"361","JRA","JRA.J10","05/28/2020","08:09 AM",0.3,1,"WaterQuality","CO.4","130",NA,NA,"Conductivity (uS/cm)"
"362","JRA","JRA.J10","05/28/2020","08:09 AM",0.3,1,"WaterQuality","ECOLI.4","161.6",NA,NA,"Colilert (CFU/100mL)"
"363","JRA","JRA.J10","05/28/2020","08:09 AM",0.3,1,"WaterQuality","WC.6","17",NA,NA,"Turbidity (NTU)"
"364","JRA","JRA.J10","05/28/2020","08:09 AM",0.3,1,"WaterQuality","WT.2","19.9",NA,NA,"Water Temp (deg C)"
"365","JRA","JRA.J10","05/28/2020","08:09 AM",0.3,NA,"Comments","COMMENTS","1 Fisherman. Light rain pm of 5/27.",NA,NA,"Comments (open text)"
"366","JRA","JRA.J21","07/02/2020","10:15 AM",0.3,1,"WaterQuality","AT.2","24",NA,NA,"Air Temp (deg C)"
